,tweet
2081,गेडुधारि रामदेव बाबाको दोस्रो अवतारको प्रतिक बालेन्द्र शा जस्ता अन्ध बिश्वासको आधारमा चुनाव लडि नेतृत्व गर्न खोज्ने धार्मिक भिरु गद्वारले चुनाव जितेको भन्दा हारेकै बेस्टओलि र देउवा हरुनै बर्ता भैसकेको अवस्थामा यो पनि थपिनु खोज्दोरहेछ
2082,आगामी निर्बाचन २ कित्तामा बिभाजित हुनेछ एकातिर गणतन्त्रसंघियतासमाबेशी र धर्म निरपेक्ष जस्ता गणतन्त्र लोकतन्त्रबादी ५ दलिय गठबन्धन VS प्रतिगामी ओली एमाले धार्मीक अतिबादी हिन्दु राष्ट्रराजतन्त्र चाहने राप्रपा कमल थापा क्रिश्चियन राष्ट्र चाहने परिबार दल जस्ता अतिबादी गठबन्धन
2083,ये ट्वाके अङ्कल ओलि देउवा माकुने पुकदा मा के फरक देखेका छौ । यी सबै उहीँ ड्याक मुला हुन के को ओलि मात्र बिरोध गर्छौ।
2084,बधाई छ देउवा कार्यकाल मै रूख सकिने भयो।
2085,अम्रिकन साम्राज्यवाद र भारतिय बिस्तारवाद हाम्रो राष्ट्रिय स्वाधीनता विरुद्धको गतिविधी नेपाल भित्र सुरु भैसकेको छ। देशद्रोही गणतान्त्रिक राजनीतिक पार्टीहरुलाई त्यागऔं देश बचाऔं । जय जननी
2086,तेरिमा भोंसड़ी । सबै दल ले पैसा बांडेर् भोट किनी रहेका छन । तँ हरामखोर लाई एमाले मात्र नजर आयो ।
2087,मा शेर बहादुर देउवा जस्तो कांग्रेस पिडक सभापतिअध्यक्ष कुनै पार्टीको प्रमुख नहोस शुभकामना
2088,विडम्बना नै हो हाम्रो चेत खुल्दैन नेपाली कस्तो जात भने भुइचालो जाँदा बल्ल बाँचेको २ वर्षमा फेरी घर बनाउँदा डन्डी कमसल हाल्न तम्सिने अझ रबिन्द्रजी ले जनमतसंग्रहको कुरा उठाएपछि त उनीमाथि प्रहार नै प्रहार भैराको छ
2089,देउवा भाग्यमानी नेता हुन। विराेधीदलका मुखियाहरु सारथी छन। आफ्नैदलका पाैडेल डेडिकेटेट सहयाेगी भएर हातधाेएर लागेकाे छन उनकै पुर्ण सहयाेगी भएर। देउवाका निशर्त सहयाेगीका रुपमा यति रमाएर काम गर्नेमन भएका पाैडेललाई सभापती वनाउने कस्ताे निर्मम र पापी रहर गरेका रहेछन कांग्रेशकार्यकर्ताले
2090,एमाले नेतृत्वमा भएको गठबन्धन पुरातनवादी र प्रतिगामी रामचन्द्र पौडेल
2091,कोही संग एकता आवश्यक छैन । तातै खाउ जल्दै मरौ नगर्ने हो भने र जनताको मन जित्न काम गर्ने हो भने फेरी ढिलो चाडो माओबादी आउछ। कांग्रेस धोखेबाज हो कांग्रेसले कांग्रेसलाई त भोट दिन्न माकेलाई के खान दिन्थे र
2092,यो बाटो ढलान गर्छु भनेर पाँच बर्ष अघि भोट मागेर मेयर जितेको मान्छे अहिले ठगबन्धनको नाममा फेरि यहि बाटो ढलान गर्छु भन्दै यहि बाटो हिड्दै भोट माग्न आइदिरा के
2093,जोगिन्दरले काँग्रेसलाई सघाउन बनाए कमेडी काँग्रेसमा भोट किन
2094,बस् बस् त्यहाँ चुनाव खडक प्रसाद ले गराउने हो कि ठग बन्धनले सरकार कसको छ आँखामा पट्टी बाँधे पछि के लाग्छ र
2095,गठबन्धन गरेर पनि कांग्रेसले हार्यो भने त राजनिती छोडेर बनबास गए हुन्छ त
2096,यत्रो बर्ष जनताले नेपाली कङ्रेशलाई चुने र पहिलो दल बनाका हैन्न के नाप्यो नेपाली कङ्रेशले
2097,रेणु दाहाल ले नजिते देश मा नराम्रो हुन्छ भन्न कसरी सक्नू भयो कतै छिमेकी को लागि त होइन हुन त हजूरहरू नेपाल र नेपाली को भन्दा इन्डियन र इंडिया को लागि काम गर्नु हुन्छ
2098,नेपाली कांग्रेस दुर्घटनामा पर्ने निश्चित छ सर । हिजाे चितवनमा पनि जनसहभागिता थिएन अरे अबकांग्रेसलाई तपाईंहरुले उठाउनुभयाे भने ठिकै छ नत्र सके रुवाखाेले अंकलले
2099,रामविर मानन्धर एमालेका काठमाडौंकै नेता रहेछन्।स्थापितका काण्ड के के रहेछन्भोट हाल्न घरबाट निस्कनु भन्दा पहिले पढेर जानुहोला।
2100,भारतीय मिडिया बिग्रियो नेपाली मिडिया सम्हाल्नुस् रवीश कुमार भिडिओ
2101,निर्बाचन आयोगको प्रमुखलाइ महाअभियोग लगाउनु पर्छ । मतपत्र सजिलो नबनाइ जनतालाई ब्यक्तित्व छान्न गाह्रो बनायो । मत धेरै बदर भय भने नैतिकताले पनि आयुक्तले राजिनामा दिनु पर्छ
2102,डामेडमले यो करुवाहरुवालाई नदिनु भोट भनेको त तेही करुवाले जितेछ त देउवाको गांउमा
2103,एक भोट नि नआओस ठगबन्धनलाई मेरो शुभकामना
2104,यी बुढ़ा नील पारिस हुन उमेर ६५ वर्ष बेलाईती सांसद यिनले आफ्नो पदबाट राजिनामा दिएछन कारण संसद चलेका बेला मस्तै पोर्न भिडियो मोबाईलमै त होला हेरेका रहेछन ।
2105,प्रचण्डको संभावित भोलीको भाषणबक्तब्य गठबन्धबाट ठुलो धोका भयो । काँग्रेसका साथीहरूले मैले देउवाजीलाई काधमा बोकेर लगेर प्रधानमन्त्री बनाएको गुण बिर्सनु भो । देशमा प्रतिकृयाबादीहरू फेरी हाबि हुने भए । काँग्रेसले यसको मुल्य चुकाउनु पर्छ । देश ठुलो दुर्घटनामा जादैछ ।
2106,न त मासुभात छ न त पेट्रोल हाल्दिन्छ । न त अपराधी हो न त जेल बस्या छ ।। जाबो एउटा भिजन छ बिकास गर्छु भन्ने अठोट छ । पढे लेखेको छ केही गर्छु भन्ने आत्मबिस्वास छ ।। अनि यस्ताका पछि को लाग्छ हाम्रो त बानी भैसक्यो रक्सी मासुभात अनि पैसामा भोट बेच्ने भेडाहरु
2107,आज भोट हाल्ने तरिका १ मतपत्र लिने २ उखरमौलो सुर्यलाई हेर्ने ३ लाजनेता ओलीको कुकर्म सम्झने ४ रुखमा भोट हाल्ने अनि सितल छहारीमा बस्ने । जय नेपाल ८ ७ छाप नेपाली काङ्ग्रेस जिन्दावाद ।
2108,केशव स्थापित आरजु राणा देउवा र रेणु जस्ताले चुनाव हारे देश दुर्घटनामा जाने होइन स्वर्ग हुन्थ्यो बरू यो पटक अप्रत्यासित नतिजा आउनेछ इतिहास बन्ने खालका
2109,यस्तै हो पार्टि आस्था नीति नियम मा चल्न छोडेर बार्दलिबाट चल्न थाले पछिघमण्डको परिणाम हो यो स्थानिय निर्वाचनचेतना भया।नेपाल एकीकरण गर्ने पृथ्बि नारायण शाहालाई राष्ट नायक मान्न छोडेर बिदेशि माओलेलिनकालमार्कको पुजा गर्न थाले पछि।
2110,जस्को दल तिब्र माओवादिकरण हुदैछ उसैले सिकाउदैछ लोकतन्त्र। जाबो प्रम पद जोगाउन आफ्ना रुख भोटरलाइ भरतपुर पुगेर धम्काएर आउने सभापति छन। भुइकटर बाजेको उदय त्यसै भा हो नोट पाए सम्म जस्ले धाधलि गरे नि हुन्छ चुनाब भनेको जित्नका लागि हो
2111,५ दल पाँच दल राज्यको प्रहरी प्रसाशन निर्वाचन आयोग सबै एमाले बिरुद्द लाग्दा पनि एमाले ले शानदार मत ल्याउँदै छ । सबै एक्लै लडेको भए त सोत्तर पारिदिने रेछ ।त्यसैले हात्ती र हात्ती छाप चप्पलको तुलना नगरेकै राम्रो ।
2112,निर्वाचन आयोग चाई नामको मात्र संवैधानिक आयोग हो । स्थापित दल लाई अलिकति गार्हो होला जस्तो भयो मात्र भने पनि आफ्नो रंग देखाइहाल्छ ।
2113,PM जि देउवा जि लाई चुर्ना पर्या छ कि के हो
2114,गठ्बन्धन काङ्ग्रेसको लागि आवश्यक नभयेर ब्यक्ति बिशेष जस्तै छैटौं चोटि प्र म बन्न प्रचन्ड र माधव जी हरुलाई आफ्नो ब्यक्तिगत अस्तित्व जोगाउन आवश्यक छ हुन त जनताले कुरा बुझेका छन् र त्यही अनुसार आफ्नो अमुल्य मत प्रगट गर्नेछन् जय होस् नेपाली जनता
2115,पिएचडी गरेकी प्रधानमन्त्रीकी पत्नी भोट दिएर जिताए पैसा पठाउनेमलेसिया पठाउने भन्दै हिंड्छिन्। यो देश भताभुङ्ग भएको पढेलेखेका मान्छेले गर्दा नै हो भनेर किन नभन्ने
2116,रूखमा भोट हाल्ने कांग्रेस देशद्रोही हुन्। सभापतिले भनेको नमान्ने कांग्रेसलाई सय कोर्रा लाइनेछ किनकि दासहरूले मालिकका आदेश मान्नैपर्छ। यतिखेर देउवा मालिक हुन्। मालिक्नी को हो आफै पत्ता लाउनुस्।
2117,रास्ट्रघाती र दलाल जति काङ्रेश र कम्युनिस्टमा छन। इमान्दार काङ्रेसीलाई थाङ्नामा सुतायिएको छ।देश भक्त र रास्ट्रबादी राप्रपामा छन। तसर्थ यस्पाली काङ्रेश र कम्युनिस्टलाई थाङ्नामा सुताउ।। राप्रपाको किसानी हलोमा भोट दिएर देशलाई जिताउ।।
2118,एउटा पुरूष सफल हुनुमा महिलाको जति हात हुन्छ असफल हुनुमा पनि उत्तिकै देन हुन्छ। उदाहरणको लागि शेरबहादुर देउवा र पत्नी आरजु राणा देउवालाई नैं हेर्नुस्
2119,हिजो रेणु दहाल लाई टीकट दिदा नदेउ भन्ने आट नगर्नेहरु ले स्विकारेर स्विकारीने वा अस्विकार गरेर अस्विकार हुनेवाला छैन देउवा का घर का हुक्के र बैठकेहरु धेरै नखोकेकै राम्रो ।
2120,देउवा मात्रै होइन धेरै एमाले माओवादी कांग्रेस का ठुलो नेताको वडा चौपट् छ
2121,मत पेटिकामा मतपत्र हालेको फोटो हालेर निर्वाचन आचार संहिता पालना राम्रोसँग गर्नु भएछ तपाईंको सिको गर्दै अरुले पनि मतपत्रमा कहाँ कति छाप लागाइयो भनेर मजाले देखिने गरि तस्बिर सार्वजनिक गरे कि उच्चपदस्थ वा पुर्व प्रधानमन्त्रीआतंककारीहरुले जे जस्तो गर्दा नियम कानुन लाग्दैन
2122,केसब स्थापित सबै पार्टी डुलेर पुनः दौरा सुरुवाल लगाएर एमालेबाट मेयर बन्न आएका हुन् महामन्त्री थापा
2123,अचेलधेरै समय टुईटरमा बिताउन थालेपछी मैले पाएको ज्ञाननेपाली जाती साह्रै छुच्चा र छुद्र हुने रहेछन्
2124,नेकां खतम बनाउन देउवालाई सभापति दोहोर्याएर बनाइयो। रामचन्द्र पौडेलले यसका लागि मुख्य भूमिका खेले। शुशिल कोइरालालाई ओछ्यानमै सुताएर मारियो। त्यस्तै नेपालमा कम्न्युनिष्ट राजनीति सखाप बनाउन प्रचण्ड खडा गरियो। अहिले उनी देश कै समस्या भएका छन् जसरी देउवा। तर हामीले विरोध गरेनौं।
2125,लौरोलाई भोट दिनुस सबैले नेपाली जनतालाई यि राजनितीक दलहरुले धेरै लुट्यो अब हिसाब गर्ने पालो
2126,यिनका पुर्खालार्इ पनि अाैरङ्गजेबले नखेदेकाे भए अाज उतै हुन्थे जन गण मन गाउँदै। कुमाउँ गढवालकाे उडी घर र उतै जन्मेर मामाघर बैतडी भएकाे बिजय कुमार भन्ने पत्रकार यिनलार्इ खाँटी नेपाली हुने पुस्ताैँदेखि नेपालमा बसाेबास गरेका मधेसी केही राजेन्द्र महताे जस्ता घुसपैठिया छाेडेर हुने
2127,अहिलेसम्म सबै गाली एमाले ले खान्थ्यो भोलिदेखि काग्रेसले खान्छ गठबन्धन र स्वतः टुट्यो
2128,काँग्रेस तोरी भएपनि मुला भएपनि या रायो भएपनि केपीका स्यालहरुको चित्त किन दुख्नु पर्यो नयाँ ब्यबस्थालाई आत्मसाथ नगरी सत्तामा बसेर जनअधिकारको कटौति तिर कसरत गर्ने नक्कली कम्युनिष्ट एमाले भन्दा काँग्रेस एक कदम अगाडि बढेर संघिय लोकतान्त्रिक गणतन्त्रलाई संस्थागत गर्न लागिपरेको छ।
2129,गठबन्धन दलका नेताहरु जस्तो तपाईँहरुलाई धम्क्याउन आएको होइन एमाले उपाध्यक्ष बादल
2130,फर्किने बेला त्यो देउवा लाई पनि सङ्गै लानुहोला।
2131,छोरीलाई भोट नहाले देश दुर्घटनामा जान्छ प्रचण्ड हाम्रो मेयर नभएको ठाउँमा बजेट पठाउदैनौ आरजु निर्वाचन आचारसंहिता यिनी महासयहरुलाइ लाग्छ कि लाग्दैन जनताको सार्बभौम अधिकार माथी धाक धम्की पुर्ण बाेलि बाेल्न छुट हाे
2132,९१० दिनपछी यसो टुईटर तिर हेर्ने हो भने एमाले हु भन्ने कोई भेटिदैन किनकि देशमै हराउँछ एमाले अनि पुराना पोस्ट डिलिट गरेर लेख्छ एमाले भन्ने पार्टी थियो र
2133,अलिकति पनि झुक्न नसक्ने प्रधानमन्त्री बुद्ध नेपालमा जन्मेका हुन भनेर खोक्रो भाषणले काम लाग्दैन् व्यवहारिक हुनुपर्छ भन्ने यहि परिदृश्य यहि हो । एउटाको अनुहारमा स्थिरता र अर्कोको अनुहारमा स्ट्रेस प्रष्ट झल्कन्छ ।
2134,यो तस्कारको मतियारको जिवन पनि देउवा र प्रचण्डलाइ गाली गर्दै र तस्कारको नाइकेको ला मोल्दै जाने भयो
2135,माओवादी विभिन्न गुटमा विभाजित हुनुको कारण पुष्प दाहाल हुन् एमाले फुट्नुको मुख्य कारण पुष्प दाहाल हुन् अब पुष्प दाहालकै कारण नेपाली कांग्रेस फुट्ने भएको छ । नेपाली राजनीतिमा आजको सत्यता यही हो जय नेपाल
2136,पार्टीको झण्डा बोक्ने र विदेशी ideology को पछि लाग्ने राष्टको विभूती तिरसकार गर्ने भने उता विदेशीहरू संग घुडाँ टेक्ने नातावादी कृपावादी हलियाहरू भन्दा देशको झण्डाको पछि लाग्ने स्वतन्त्र उम्मेदवार कति जाति कति। बलेनको कुरा काटन काङग्रेसी र ऐमाले बफादारहरू केही कसुर नचाहिने।
2137,गठबन्धनको बिरोधमा उत्रिएका चितवन सभापती राजेश्वर खनाल भाइलाइ वडा न १० को वडा अधक्ष्यमा गठबन्धन तर्फबाट जिताउन तयार भय पछि एकाएक गठबन्धन तिर ढल्केको भन्ने सुनियो। अब यिनले कता गयर राजनिती गर्छन कुन्नी भाइ त कन्फर्म हार्ने हो फेरि
2138,एमालेले जिते स्थानीय तह भंग हुन सक्छ देउवा
2139,लाजको पसारो काङ्ग्रेश ज़िल्ला सभापति रेनुको लागी भोट माग्दै मन बाट होला की पदबाट होला
2140,गठबन्धन किन निर्माण भएको खुलासाः जब माधव नेपाललाई बालुवाटार जग्गा प्रकरणमा जेल चलान गर्ने सम्मको कुरा शेबदेसँग पुग्यो शेबदेले कसैको राजनीति सिद्ध्याउनु हुन्न भनेर प्रम खाइदेको रे। भनेपछि नेकाले बोक्ने काँग्रेसकै विरुद्ध हतियार उठाएको माके र भ्रष्टाचारी माकुनेलाई हो
2141,दलहरुको सिण्डिकेट भन्दा माथी उठेर मेयरमा Balen Shah लौरो र उपमेयरमा Bidhya Shrestha Maharjan अाँखिझ्यालमा भोट ।
2142,नेपालको साल देखि आजसम्म आइपुग्दा बहुदलीय ब्यबस्थाका संस्थापक दुइ पार्टी नेपाली काँग्रेस र एमालेलाई क्रमस बहुदलिय ब्यबस्थाका बिरोधी पार्टी माओबादी र राप्रपाले आफ्नो झन्डा ओडाएर सडकमा भोट माग्न जोताएको दृश्यले नेपालको प्रजातन्त्रीक आन्दोलन निमिट्यान्न भएको र निष्ठा समाप्त भएको छ
2143,कांग्रेस अब कुहिएर झर्न मात्र बाँकी भयो।
2144,कहिलेकाहीँ त लाग्छ कि राजनीति पाटि भनेका समाजमा बिग्रेका बिग्रन लागेका र कतै काम नपायकाहरुको एक बैधानिक सङठन हो जुन देश लुट्नको लागि गठन गरिन्छ ।
2145,माओवादी र माकुनेका मान्छेहरू कुन मुख देखाएर भोट् माँग्न गाउँ पस्तैछनयिनिहरुले सिधै काङ्ग्रेसलाई भोट मागे हुन्छ यदि माओवादी र माकुनेले आफ्नो लागि मत मागे भने जनता ठग्न आएका हुन् भनेर बुझे हुन्छ आफ्नो सरकार गिराएर काङ्ग्रेसलाई मत हाल्नेले फेरि आफैलाई भोट माग्ने नैतिक अधिकार छैन
2146,निर्वाचन आयोग को नालायकी
2147,काँग्रेसीहरुले मेहेनत नैं नगरिकन जित्ने विराटनर महानगर जस्तो गढको उपमेयर पद एमालेलाई बुझाए। यिनले गर्छन राजनीति
2148,निर्वाचन आयोगले मतपत्र बलियो र नच्यातिने बनाउनु पर्यो।अझ भरतपुरमा त मतगणना स्थलमा तारजालीले घेरेर सिसि क्यामेरा नै राख्नु परेपछि माओवादी र प्रचण्डलाई यो भन्दा ठूलो झापड हानिरहनु पर्ला र
2149,नेताको चेतनास्तर यति दयनीय छ भन्ने कुरा एमसिसी बाटै स्पष्ट भैसकेकोछ दुनियाँ भ्रम डुलाएर एक बर्ष देशलाई दुर्गन्धित बनाएअब फेरि गठबन्धनबाट मुलुक बिकास हुन्छ भन्ने भ्रम छरिरहेका छन बुद्धिजीवीहरुलाई म एकपटक विनम्र पुर्वक आग्रह गर्छु गठबन्धनका नाममा भोट् माग्नेहरु बिकास गर्न आएकै
2150,एमालेलाई फेरि भोट किन ३३केजी सुन देखी बतास समुह सम्म खान सक्ने एमालेलाई भोट किन झापाको चिया बगान देखीपशुपतिको जलहरी सम्म चाहिने एमालेलाई भोट किन निर्मला बलत्कार हत्या देखी नेपालगन्ज होटेल काण्ड मच्चाउने मोहन बानियां जस्तो बलत्कारी अट्ने पार्टी एमालेलाई भोट किन धरहरा यो
2151,दुर्भाग्यवश म काठमाडौंको मतदाता होइन तर यो स्थानीय चुनाव मेरो लागि महत्त्वपूर्ण छ किनभने म काठमाडौं बस्छु र मैले मेरो जीवनको अधिकांश समय यहीँ बिताएको छु। बलेनले काठमाडौंको मेयर हुने मौका पाउनु पर्छ र नेपालको लोकतन्त्रलाई ध्वस्त पार्ने बहुदलीय व्यवस्थालाई चुनौती दिनुपर्छ ।
2152,एमाले र काङ्ग्रेस ठग गठबंधन सहित एउटा स्वतन्त्र उम्मेदवार सग डराइराका छ्न । मजा आइरहेको छ ।
2153,नेपाली कांग्रेस ले देशको तरलताको अबस्थालाइ थम्न सक्ने हिम्मत देखाउन सकेन गठबन्धन को नाउमा जुन किसिमको भाब प्रस्तुत गर्यो यस्को मूल्य आफैलाइ भारी पर्ने छ जुन थेग्न गारो छ केही नेताको लागि सिङ्गो कांग्रेस नै बद्नामीको सिकार बन्न पुगेको छ
2154,एमाले ले ३ बर्षमा गरेको काम गठबन्धन ले २० बर्षमा पनि गर्न सक्दैन
2155,काङ्रेसका भ्रस्टाचारीहरु सबै आफ्नो सुरक्षाका कारणले एमाले प्रवेश गर्दै रहेछन्
2156,नेपाली कांग्रेस राजनीतिक ट्वाईलेटशौचालय हाे । डा राजेश अहिराज
2157,माओवादी भन्या आतन्कवादी पार्टी हो ।
2158,कांग्रेसको बरिस्ठ नेता माओवादीलाई भोट हाल भन्ने गाउँमा कार्यकर्ता माओवादीबाट खुकुरी खाने क्या दर्दनाक अवस्थामा आइपर्यो कांग्रेस लज्जास्पद
2159,कांग्रेस नेता रामचन्द्र पौडेलले एमाले कार्यकर्ताले विकासका नाममा केन्द्रबाट बजेट लगेर खल्तीमा हाल्ने गरेको आरोप लगाएका छन्।
2160,गीत बनाउन जस्तो काम गर्न मेहेनत गर्या भए जनताले भोट हाल्ने थिए होला पटमुर्ख नेपाली पार्टीहरू
2161,एमाले विरुद्ध गठबन्धन टोली रे। हाँसो उठ्दो।
2162,काठमाण्डौको मेयर बनाएर कसरी देशको संस्कृति र धर्मको रक्षा हुन्छ एउटा ईसाईबाट पशुपतिनाथले हामी सबैको रक्षा गरुन
2163,विरोध हुनसाथ संसद् भङ्ग गर्न केपीओलीले चालेको कदमलाई रोक्न गठबन्धन प्रधानमन्त्री देउवा
2164,यहि काङ्ग्रेस र यिनै शेर बहादुर देउवा राष्ट्रघाती हुन् भन्दै १७ हजार गरिबलाई मर्न र मार्न तैयार भएका माओवादीले यहि काङ्ग्रेसको टोपी लगाएर शेर बहादुर देउवाको टाङ मुनि छिर्नु थियो भने किन यत्रो विध्वंस र रडाको मच्चाएको
2165,अरु त ठिकै हो प्रधानमन्त्री ले निर्वाचनको मर्यादा नगर्दा अलिकति अफ्ट्यारो सन्दर्भ भुवन केसी लाई पार्टी प्रवेश गराउने क्रममा प्रम कार्यालयमा
2166,चितवनमा पार्टी सभापति शेरु र प्रचन्डे एउटै मञ्चमा बसेर रेणुलाइ भोट माग्दै गर्दा रुकुममा भने गठबन्धनकै कांग्रेस र माओबादी कार्यकर्ता बिचमा भिडन्त यहि रफ्तरामा गठबन्धन गए अझै १०१५ बर्ष जान्छ होइन स्वार्थी नेताका लागि ज्यान नफालौं है दाजुभाइ
2167,खासगरी नेपाली काँग्रेस र उसको ठगबन्धनमा सामेल दलले स्थानिय तह निर्वाचन२०७९ बाट मतदातालाई मतदान गर्दा चिट चोर्ने तरिका सिकाएयिनको अग्रगमन फत्तुर हो
2168,यी नेताहरूले गठबन्धन गरेर नि बर्बाद गरे बुढाबुढि हरु त्यो गाइको मासु खाने माओवादी लाई म भोट दिदै दिन्न भन्दिने सिधै
2169,आचारस़हिता अचार बनाईदिए नि कारवाई गर्न सक्छ त गठबन्धनको कठपुतली हो निर्वाचन आयोग
2170,दाजु भोट चाहिँ लौरोमा हानौ ऐमालेको झन्डा बोकेनी नत्र तपाइको बच्चा पछि भोट हाल्न आर्काको देशमा जाने छ।
2171,रूखमा त पानी पो हाल्ने हो त । काँ भोट हाल्नी हो त
2172,तिमिहरुको राजनिती हेरेर म दंग छु र लज्जित पनि । एमाले अध्यक्षलाई ट्युसन पढाउछु भन्नू भन्दा आफ्नै सभापति र फस्ट लेडी लाई कोच दिएको भए हुन्थ्यो । चुनावी सभाहरुमा बोलेको सुन्नु पर्दैन्थ्यो होला । हुनत दाहालका अन्धभक्त कार्यकर्ताको यस्ता कुरामा के ध्यान जानु । प्रत्युत्पादक हुदैछ ।
2173,नेपाली कांग्रेसमाओवादीएमाले आपराधिक सङ्गठन हुन्। तिनीहरूका नेताहरू सिन्डिकेट माफिया मालिकहरू हुन्। ३२ वर्षदेखि हामीलाई बलात्कार गर्दै आएका छन् । बलेन शाह यी दुष्टहरू विरुद्धको आन्दोलन हो। हामीले यी दुष्ट शक्तिहरूसँग लड्नुपर्छ नेपालको आजको राजनीतिको यथार्थ यही हो
2174,निर्वाचन को रूझान हेर्दा माओवादी र एकिकृत समाजबादी ले काङ्रेस लाई मज्जै ले भोट हालेछन तर काङ्रेस ले यीनलाई धोका दियछ।
2175,आतंकवादी नाइके प्रचण्डे आफ्नो छोरीलाई र दुई पुर्व बुहारीहरुलाई मेयरअर्को बुहारीलाई मन्त्रीभाई रासस बनाउन माओ र मार्क्सवाद को नाममा १७००० को बलि दिए एक देशप्रेमी युवाले झण्डालाई प्रयोग गर्दा हलीहरुको टाउको दुखाई किनअर्को दलाली कामि को त कुरा के गर्नु
2176,निर्वाचन मा एक दुई सिट जित्दा भुइँमा खुट्टा नहुने र हार्दा डाको छोडेर रुन चाहिँ एमाले बराबर कसैले नसक्ने रछन् बरै
2177,आम नेपाली दाजुभाइ तथा दिदीबहिनी हरूलाई हार्दिक अपिल बैसाख ३० गते हुन गइरहेको स्थानीय निर्वाचन मायो देश र तपाईँ हाम्रा सन्तानको भविष्य लाई अन्धकार तिर धकेल्न प्रमुख जिम्मेवार रहेकागद्दार राजनीतिक दलहरू काँग्रेस माओवादी एमालेलाई मतदान नगर्नुहोला
2178,निर्वाचन आयोगले जाबो एउटा म्यादी प्रहरी नियुक्त गर्न त छाती नाप्छ लोक सेवा आयोग ले परिक्षा लिन्छ भने के आधारमा एउटा र्यापर अर्को केटी जिस्काउने अनि अर्की लोग्ने को स्वास्नी भएका आधारमा काठमान्डौं को मेयर जस्तो पद दिएको छ ।मेयर पद राजनैतिक पद मात्रै होइन प्रशासनिक योग्यता खैं
2179,५० बर्ष भन्दा माथिका बुढाघाडाले भोट हाल्न नपाउने नियम बनाउ त
2180,मेयर उम्मेदवार सरावगीले यसरी बर्बाद गरे महानगरवासीको करबाट उठेको पचासौँ लाख Nepal Bahas
2181,लौरो बोक्दा नै यति धेरै भोट आउने रैछ कमरेडहरुले बेकारमा बन्दुक बोकेर देशलाई खाली १० बर्ष तर्साए अहिले देशको भोट नै खोइ कता कता बर्साए
2182,काङ्रेसको रोग सरेछ एमालेलाई । काङ्रेस सुध्र्यो । एमाले ग्रसित छ।
2183,हामी अोलिका नाममा थप दुइवटा अोलीलाइ बलियो बनाउदै छाै अनि सत्यकुरा समस्या केपीको होइनकुर्चिको हो यसकारण देउवारामे गलत छन।जयनेपाल
2184,यस्तै बिदेशिको हण्डि खाएकाहरुले हो देश टुक्राउन लागिपरेका नेपालीनेपाली बिचको भाईचारालाई क्षतबिक्षत पार्न र देशको धर्म बेच्न लागिपरेका हण्डिखोरहरु रहेसम्म देशले निकास पाउदैन हरामिका नाजायज पिल्ला
2185,मलाई गगन थापा सारै मन पर्ने नेपालको एउटा नेता मध्धे पर्थे । आजकालका उनका भाषण सुन्दा औकात भन्दा बढी बोल्ने बेहोसी जस्तो लाग्छ। हेर्दा हेर्दै ओलिलाई पढाउने रे। पैले महामन्त्रीले भनेको मान्ने सभापति त बनाउ।औतारी के भनेका थियौ।
2186,जनता हो यीनीहरुको धम्कीले नडगमगाउनुहोस यस्ता किराहरुलाई ३० गते मील्काएरै छाड्न पर्छ एमाले साथमा छ यीनीहरुको पार्टीलाई पत्तासाफ गरीदिनुहोस्
2187,निर्वाचनमा गठबन्धन सरकारले सत्ताको चरम दुरुपयोग गरे एमाले नेता प्रदीप ज्ञवाली
2188,अब गिरिजा प्र कोइरालाको नाममा नेपाली काँग्रेसका कार्यकर्तालाई ब्ल्याकमेल सुरु भएछ। जसले काँग्रेसका कार्यकर्ता छानी छानी मार्यो र मारिए अहिले तिनै दुईको घाँटी जोडिनुको मतलब अब प्रचण्डले सैद्धान्तिक रुपमा माओवाद र कम्युनिष्ट सिद्धान्त त्याग गरिसके। चुनाव पछि नेकासँग एकीकरण बाँकी
